cycle_trend,r_squared,rmse,P_global_center_idx,P_global_le_idx,P_global_ri_idx,P_center_ms,P_le_ms,P_ri_ms,P_center_idx,P_le_idx,P_ri_idx,P_gauss_center,P_gauss_height,P_gauss_stdev_samples,P_gauss_stdev_ms,P_gauss_fwhm_samples,P_gauss_fwhm_ms,P_fwhm_le_idx,P_fwhm_ri_idx,P_fwhm_le_ms,P_fwhm_ri_ms,P_fwhm_global_le_idx,P_fwhm_global_ri_idx,P_center_voltage,P_le_voltage,P_ri_voltage,P_duration_ms,P_rise_ms,P_decay_ms,P_rdsm,P_sharpness,P_voltage_integral_uv_ms,Q_global_center_idx,Q_global_le_idx,Q_global_ri_idx,Q_center_ms,Q_le_ms,Q_ri_ms,Q_center_idx,Q_le_idx,Q_ri_idx,Q_gauss_center,Q_gauss_height,Q_gauss_stdev_samples,Q_gauss_stdev_ms,Q_gauss_fwhm_samples,Q_gauss_fwhm_ms,Q_fwhm_le_idx,Q_fwhm_ri_idx,Q_fwhm_le_ms,Q_fwhm_ri_ms,Q_fwhm_global_le_idx,Q_fwhm_global_ri_idx,Q_center_voltage,Q_le_voltage,Q_ri_voltage,Q_duration_ms,Q_rise_ms,Q_decay_ms,Q_rdsm,Q_sharpness,Q_voltage_integral_uv_ms,R_global_center_idx,R_global_le_idx,R_global_ri_idx,R_center_ms,R_le_ms,R_ri_ms,R_center_idx,R_le_idx,R_ri_idx,R_gauss_center,R_gauss_height,R_gauss_stdev_samples,R_gauss_stdev_ms,R_gauss_fwhm_samples,R_gauss_fwhm_ms,R_fwhm_le_idx,R_fwhm_ri_idx,R_fwhm_le_ms,R_fwhm_ri_ms,R_fwhm_global_le_idx,R_fwhm_global_ri_idx,R_center_voltage,R_le_voltage,R_ri_voltage,R_duration_ms,R_rise_ms,R_decay_ms,R_rdsm,R_sharpness,R_voltage_integral_uv_ms,S_global_center_idx,S_global_le_idx,S_global_ri_idx,S_center_ms,S_le_ms,S_ri_ms,S_center_idx,S_le_idx,S_ri_idx,S_gauss_center,S_gauss_height,S_gauss_stdev_samples,S_gauss_stdev_ms,S_gauss_fwhm_samples,S_gauss_fwhm_ms,S_fwhm_le_idx,S_fwhm_ri_idx,S_fwhm_le_ms,S_fwhm_ri_ms,S_fwhm_global_le_idx,S_fwhm_global_ri_idx,S_center_voltage,S_le_voltage,S_ri_voltage,S_duration_ms,S_rise_ms,S_decay_ms,S_rdsm,S_sharpness,S_voltage_integral_uv_ms,T_global_center_idx,T_global_le_idx,T_global_ri_idx,T_center_ms,T_le_ms,T_ri_ms,T_center_idx,T_le_idx,T_ri_idx,T_gauss_center,T_gauss_height,T_gauss_stdev_samples,T_gauss_stdev_ms,T_gauss_fwhm_samples,T_gauss_fwhm_ms,T_fwhm_le_idx,T_fwhm_ri_idx,T_fwhm_le_ms,T_fwhm_ri_ms,T_fwhm_global_le_idx,T_fwhm_global_ri_idx,T_center_voltage,T_le_voltage,T_ri_voltage,T_duration_ms,T_rise_ms,T_decay_ms,T_rdsm,T_sharpness,T_voltage_integral_uv_ms,PR_interval_ms,PR_segment_ms,QRS_interval_ms,ST_segment_ms,ST_interval_ms,QT_interval_ms,PP_interval_ms,RR_interval_ms,R_minus_S_voltage_diff_signed,R_minus_P_voltage_diff_signed,T_minus_R_voltage_diff_signed
-0.0010441300801390927,0.8604566193172306,0.10253265892447787,169,151,195,676.0,604.0,780.0,41,23.0,67.0,44.9999999999959,-0.0731172321981917,19.666422492815343,78.66568997126137,46.3108859001291,185.2435436005164,22.0,68.0,88.0,272.0,150.0,196.0,-0.06618604651162785,-0.027860465116278127,-0.07376744186046527,176.0,88.0,88.0,0.5,17.79581,-10620.213752524098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,83,,,82.9427941186347,0.9981001491220275,1.129821453322352,4.519285813289408,2.660526205589474,10.642104822357895,82.0,84.0,328.0,336.0,210.0,212.0,1.0227209302325586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,227.0,247.0,944.0,908.0,988.0,108,99.0,119.0,108.99999999999999,-0.7443208775752257,6.905669895556342,27.622679582225366,16.261609894422854,65.04643957769142,101.0,117.0,404.0,468.0,229.0,245.0,-0.7249534883720931,-0.26079069767441837,-0.308930232558139,80.0,40.0,40.0,0.5,34.25389,-43936.067592921645,,,,,,,,,,1.07122,-1.74242
-0.0011789673608878593,0.8544653419191073,0.09538545882962568,381,361,402,1524.0,1444.0,1608.0,46,26.0,67.0,46.41373745253046,-0.08774067863783003,22.999999999999996,91.99999999999999,54.160861035711825,216.6434441428473,19.0,73.0,76.0,292.0,354.0,408.0,-0.1250232558139535,-0.10153488372093065,-0.13318604651162852,164.0,80.0,84.0,0.4878,21.16406,-12689.775798324776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,,,81,,,81.47324733542686,0.9733223222410308,1.024403899039062,4.097615596156248,2.412286835665044,9.649147342660177,80.0,83.0,320.0,332.0,415.0,418.0,0.8763720930232557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,434.0,456.0,1780.0,1736.0,1824.0,110,99.0,121.0,109.93312740710773,-0.737767955539012,7.688477091806952,30.753908367227808,18.104979971548268,72.41991988619307,101.0,119.0,404.0,476.0,436.0,454.0,-0.6891860465116287,-0.2627674418604645,-0.26560465116279064,88.0,44.0,44.0,0.5,31.61556,-48378.95486343757,,,,,,,848.0,820.0,,1.06106,-1.71109
-0.0011221466080805814,0.8332647160442364,0.09965894328965012,588,568,609,2352.0,2272.0,2436.0,48,28.0,69.0,48.46811704786608,-0.10528881436539601,22.461315155976656,89.84526062390663,52.89235516705129,211.56942066820517,22.0,75.0,88.0,300.0,562.0,615.0,-0.09879069767441861,-0.08262790697674359,-0.10951162790697672,164.0,80.0,84.0,0.4878,21.06676,-15140.307850030182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,,,,,,82,,,82.07046705051867,1.0058336881997112,1.036207772291735,4.14483108916694,2.4400828330094435,9.760331332037774,81.0,83.0,324.0,332.0,621.0,623.0,0.9912325581395354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,639.0,659.0,2596.0,2556.0,2636.0,109,99.0,119.0,109.03910417681031,-0.6687501317894499,6.795626314200769,27.182505256803076,16.002477063219757,64.00990825287903,101.0,117.0,404.0,468.0,641.0,657.0,-0.6218372093023254,-0.22125581395348826,-0.21241860465116208,80.0,40.0,40.0,0.5,34.39291,-39372.01902891426,,,,,,,828.0,824.0,,1.11112,-1.67458
-0.001383938246466372,0.8536540357800226,0.0925371548132409,782,762,802,3128.0,3048.0,3208.0,49,29.0,69.0,48.924649963761865,-0.12634657723847517,25.999999999999996,103.99999999999999,61.225321170804676,244.9012846832187,18.0,80.0,72.0,320.0,751.0,813.0,-0.1492325581395349,-0.10679069767441925,-0.1566744186046504,160.0,80.0,80.0,0.5,22.65796,-18385.0698090654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817,,,,,,84,,,83.91559930068301,0.9645503157168168,1.0232434949453213,4.092973979781285,2.4095542928447675,9.63821717137907,83.0,85.0,332.0,340.0,816.0,818.0,0.9227441860465116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,832.0,852.0,3368.0,3328.0,3408.0,109,99.0,119.0,109.20981859601035,-0.6865187814464216,6.787180466498574,27.148721865994297,15.982588611753352,63.93035444701341,101.0,117.0,404.0,468.0,834.0,850.0,-0.6465581395348837,-0.2328372093023258,-0.24027906976744132,80.0,40.0,40.0,0.5,34.54831,-40880.874767687375,,,,,,,776.0,780.0,,1.0909,-1.65107
-6.01132425963571e-05,0.3016088120292735,0.3523769844506111,959,939,979,3836.0,3756.0,3916.0,48,28.0,68.0,47.94358092174612,-0.15161589268617018,22.578238997924316,90.31295599169727,53.167689773811674,212.6707590952467,21.0,75.0,84.0,300.0,932.0,986.0,-0.19467441860465065,-0.11397674418604628,-0.1753720930232554,160.0,80.0,80.0,0.5,21.75562,-21424.384962427714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,,,,,85,,,84.50025198612323,0.7716402525734536,1.0000000000000002,4.000000000000001,2.3548200450309498,9.419280180123799,83.0,86.0,332.0,344.0,994.0,997.0,-0.1454651162790697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,1013.0,1029.0,4083.9999999999995,4051.9999999999995,4116.0,110,102.0,118.0,110.20981859601034,-0.5492150251571375,5.000000000000001,20.000000000000004,11.774100225154749,47.096400900618995,104.0,116.0,416.0,464.0,1015.0,1027.0,0.9711627906976742,0.4894418604651155,-0.18711627906976772,64.0,32.0,32.0,0.5,42.69998,-24727.961870539308,,,,,,,708.0,716.0,,0.92326,-1.32086
0.00039558401505137306,0.2596019437508716,0.34983972572438155,1164,1142,1185,4656.0,4568.0,4740.0,44,22.0,65.0,43.943580921746126,-0.12129271414893616,18.000000000000004,72.00000000000001,42.3867608105571,169.5470432422284,23.0,65.0,92.0,260.0,1143.0,1185.0,0.013860465116278167,-0.018069767441859938,-0.009069767441860666,172.0,88.0,84.0,0.51163,17.34758,-16799.57038157669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205,,,,,,85,,,84.59495184829231,0.617312202058763,1.0000000000000002,4.000000000000001,2.3548200450309498,9.419280180123799,83.0,86.0,332.0,344.0,1203.0,1206.0,0.023139534883721224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,1225.0,1237.0,4924.0,4900.0,4948.0,111,105.0,117.0,111.20981859601032,-0.4393720201257101,4.000000000000001,16.000000000000004,9.419280180123799,37.677120720495196,107.0,116.0,428.0,464.0,1227.0,1236.0,0.9445116279069767,0.895348837209302,0.003674418604650377,48.0,24.0,24.0,0.5,57.42098,-15228.999641818264,,,,,,,820.0,836.0,,0.7386,-1.05668
-0.0007622649710046618,0.7296334655466659,0.13651060632376527,1386,1366,1405,5544.0,5464.0,5620.0,41,21.0,60.0,40.94358092174613,-0.09703417131914895,14.000000000000002,56.00000000000001,32.96748063043329,131.86992252173317,24.0,57.0,96.0,228.0,1369.0,1402.0,0.010930232558139352,0.015232558139535106,0.05209302325581402,156.0,80.0,76.0,0.51282,18.10462,-11386.261679141824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429,1426.0,1432.0,5716.0,5704.0,5728.0,84,81.0,87.0,83.82437484243216,0.7407746424705155,1.9031531504133847,7.612612601653539,4.48158318735724,17.92633274942896,82.0,86.0,328.0,344.0,1427.0,1431.0,1.1009302325581396,0.15732558139534897,0.25453488372093014,24.0,12.0,12.0,0.5,141.04927,12348.6535395246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,1448.0,1460.0,5816.0,5792.0,5840.0,109,103.0,115.0,109.20981859601034,-0.527246424150852,3.9999999999999996,15.999999999999998,9.419280180123796,37.67712072049518,105.0,114.0,420.0,456.0,1450.0,1459.0,-0.4756976744186045,-0.262906976744186,-0.1934883720930229,48.0,24.0,24.0,0.5,57.42569,-18266.37232583752,,,,,,,888.0,896.0,,0.83781,-1.26802
-0.00025142297479132763,0.07020633709260012,0.2960810636896251,1773,1752,1794,7092.0,7008.0,7176.0,43,22.0,64.0,42.943580921746126,-0.11644100558297872,15.999999999999998,63.99999999999999,37.67712072049518,150.70848288198073,24.0,62.0,96.0,248.0,1754.0,1792.0,-0.23099999999999987,-0.17283720930232577,-0.2591627906976746,168.0,84.0,84.0,0.5,17.48803,-15140.136139797165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813,,,,,,83,,,82.74585615864788,0.5926197139764126,1.0000000000000002,4.000000000000001,2.3548200450309498,9.419280180123799,82.0,84.0,328.0,336.0,1812.0,1814.0,-0.27797674418604673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837,1832.0,1842.0,7348.0,7328.0,7368.0,107,102.0,112.0,107.20981859601035,-0.4217971393206817,3.0000000000000004,12.000000000000002,7.064460135092849,28.257840540371397,104.0,111.0,416.0,444.0,1834.0,1841.0,0.22483720930232537,-0.2667906976744177,-0.003534883720929527,40.0,20.0,20.0,0.5,68.17302,-11427.496344339788,,,,,,,1548.0,1536.0,,0.70906,-1.01442
-0.00020184212719846583,0.005045648734124266,0.28338029110354224,1981,1959,2003,7924.0,7836.0,8012.0,46,24.0,68.0,45.94358092174612,-0.13972920669957442,18.999999999999996,75.99999999999999,44.741580855588026,178.9663234223521,24.0,68.0,96.0,272.0,1959.0,2003.0,-0.24320930232558186,-0.13667441860465063,-0.28474418604651186,176.0,88.0,88.0,0.5,17.48902,-20043.576233200383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,81,,,81.2021590732714,0.4740957711811301,1.0000000000000002,4.000000000000001,2.3548200450309498,9.419280180123799,80.0,82.0,320.0,328.0,2015.0,2017.0,-0.2806511627906978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2037.0,2043.0,8160.0,8148.0,8172.000000000001,105,102.0,108.0,105.20981859601036,-0.33743771145654544,2.0000000000000004,8.000000000000002,4.7096400900618995,18.838560360247598,103.0,108.0,412.0,432.0,2038.0,2043.0,-0.20732558139534935,-0.2521162790697679,0.7974651162790701,24.0,12.0,12.0,0.5,139.70745,-5821.139251699371,,,,,,,832.0,812.0,,0.61382,-0.81153
-0.0017142261755915193,0.3397389396037764,0.2052628036488651,2206,2186,2226,8824.0,8744.0,8904.0,49,29.0,69.0,48.94358092174611,-0.16767504803948927,21.999999999999996,87.99999999999999,51.80604099068088,207.2241639627235,23.0,75.0,92.0,300.0,2180.0,2232.0,-0.16720930232558093,-0.1265116279069763,-0.16290697674418564,160.0,80.0,80.0,0.5,21.55897,-23545.98990260718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240,2236.0,2245.0,8960.0,8944.0,8980.0,83,79.0,88.0,83.20215907327139,0.37927661694490417,2.792824586554203,11.171298346216812,6.576599318673111,26.306397274692443,80.0,86.0,320.0,344.0,2237.0,2243.0,0.023604651162791312,-0.13825581395348804,0.07593023255813927,36.0,16.0,20.0,0.44444,78.55763,7645.702084911081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264,2261.0,2267.0,9056.0,9044.0,9068.0,107,104.0,110.0,107.20981859601035,-0.4049252537478545,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,105.0,110.0,420.0,440.0,2262.0,2267.0,-0.7302325581395339,-0.6116279069767442,-0.708837209302325,24.0,12.0,12.0,0.5,140.21599,-7078.167019573363,,,,,,,900.0,896.0,,0.54695,-0.7842
-0.0013669369723383266,0.8032297688720264,0.13854790684714852,2402,2382,2422,9608.0,9528.0,9688.0,53,33.0,73.0,52.943580921744676,-0.20121005764738709,25.999999999999964,103.99999999999986,61.2253211708046,244.9012846832184,22.0,84.0,88.0,336.0,2371.0,2433.0,-0.2290465116279071,-0.17695348837209296,-0.20613953488372017,160.0,80.0,80.0,0.5,22.68424,-29278.723658673178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434,2431.0,2437.0,9736.0,9724.0,9748.0,85,82.0,88.0,85.10074595273852,0.45513194033388493,2.0000000000006404,8.000000000002562,4.709640090063407,18.838560360253627,83.0,87.0,332.0,348.0,2432.0,2436.0,0.8986046511627911,-0.12258139534883683,0.04979069767441892,24.0,12.0,12.0,0.5,137.39859,5567.523821616441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458,2451.0,2465.0,9832.0,9804.0,9860.0,109,102.0,116.0,109.20981811227517,-0.4859103044974253,4.999999999999996,19.999999999999982,11.774100225154736,47.096400900618946,103.0,115.0,412.0,460.0,2452.0,2464.0,-0.8019069767441855,-0.48467441860465055,-0.5891395348837204,56.0,28.0,28.0,0.5,50.1995,-21534.06262518855,,,,,,,784.0,776.0,,0.65634,-0.94104
2.5744531370946623e-05,0.034288822967667706,0.31421616351804715,2586,2564,2608,10344.0,10256.0,10432.0,49,27.0,71.0,48.80030705815906,-0.24145206917686446,21.40738147040372,85.62952588161488,50.4105309981308,201.6421239925232,24.0,74.0,96.0,296.0,2561.0,2611.0,-0.2277674418604643,-0.12795348837209267,-0.19758139534883692,176.0,88.0,88.0,0.5,18.44988,-36059.844285332816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621,,,,,,84,,,83.73911572782211,0.364105552267108,1.0000000000000002,4.000000000000001,2.3548200450309498,9.419280180123799,83.0,85.0,332.0,340.0,2620.0,2622.0,-0.16474418604651087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648,2643.0,2653.0,10592.0,10572.0,10612.0,111,106.0,116.0,111.20981811227516,-0.3887282435979403,3.0000000000000004,12.000000000000002,7.064460135092849,28.257840540371397,108.0,115.0,432.0,460.0,2645.0,2652.0,0.607302325581396,1.095441860465117,-0.16583720930232432,40.0,20.0,20.0,0.5,68.29721,-10681.475501468993,,,,,,,736.0,748.0,,0.60556,-0.75283
0.0006253646745019423,0.006919736538552867,0.30713024965197283,2794,2772,2815,11176.0,11088.0,11260.0,45,23.0,66.0,44.80030705815907,-0.1931616553414916,17.000000000000004,68.00000000000001,40.031940765526144,160.12776306210458,25.0,65.0,100.0,260.0,2774.0,2814.0,-0.009418604651162364,-0.02481395348837117,-0.01381395348837141,172.0,88.0,84.0,0.51163,17.08968,-26136.21730775695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2835,,,,,,86,,,85.73911260244135,0.29128444181368646,1.0000000000000002,4.000000000000001,2.3548200450309498,9.419280180123799,85.0,87.0,340.0,348.0,2834.0,2836.0,0.0020000000000008414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2862,2859.0,2865.0,11448.0,11436.0,11460.0,113,110.0,116.0,113.20981811227514,-0.3109825948783523,2.0000000000000004,8.000000000000002,4.7096400900618995,18.838560360247598,111.0,116.0,444.0,464.0,2860.0,2865.0,0.42134883720930305,1.0269767441860478,-0.009279069767440917,24.0,12.0,12.0,0.5,139.44822,-5340.758471574038,,,,,,,832.0,856.0,,0.48445,-0.60227
-2.682218173598413e-06,0.0004333910939705347,0.17240479401033756,2992,2974,3010,11968.0,11896.0,12040.0,48,30.0,66.0,47.80030705815906,-0.15452932427319332,13.000000000000002,52.00000000000001,30.612660585402345,122.45064234160938,32.0,63.0,128.0,252.0,2976.0,3007.0,-0.0330000000000006,-0.03000000000000062,-0.05600000000000016,144.0,72.0,72.0,0.5,19.9006,-16789.849509374853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032,,,,,,88,,,87.7391116819471,0.2330275534509492,1.0000000000000002,4.000000000000001,2.3548200450309498,9.419280180123799,87.0,89.0,348.0,356.0,3031.0,3033.0,-0.007999999999999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059,,,,,,115,,,115.20981811227513,-0.24878607590268187,1.0000000000000002,4.000000000000001,2.3548200450309498,9.419280180123799,114.0,116.0,456.0,464.0,3058.0,3060.0,0.11999999999999957,,,,,,,,,,,,,,,792.0,788.0,,0.38756,-0.48181
-0.0008586343014325096,0.5089752127455783,0.1693014030832359,3227,3213,3241,12908.0,12852.0,12964.0,50,36.0,64.0,49.800307058159056,-0.12362345941855468,10.000000000000002,40.00000000000001,23.548200450309498,94.19280180123799,38.0,62.0,152.0,248.0,3215.0,3239.0,-0.05162790697674406,0.0016279069767442325,-0.034883720930232065,112.0,56.0,56.0,0.5,25.34852,-10387.772259443125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263,3256.0,3269.0,13052.0,13024.0,13076.0,86,79.0,92.0,85.73911168194711,0.279633064141139,4.432076599964146,17.728306399856585,10.436742818708188,41.74697127483275,81.0,91.0,324.0,364.0,3258.0,3268.0,0.22000000000000064,-0.03337209302325503,0.12360465116279104,52.0,28.0,24.0,0.53846,53.36233,10605.632265246537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290,3283.0,3298.0,13160.0,13132.0,13192.0,113,106.0,121.0,113.20981811227514,-0.2985432910832182,4.999999999999999,19.999999999999996,11.774100225154745,47.09640090061898,107.0,119.0,428.0,476.0,3284.0,3296.0,-0.5612790697674414,-0.6396511627906972,-0.10313953488372092,60.0,28.0,32.0,0.46667,46.47738,-12937.774768366316,,,,,,,940.0,924.0,,0.40326,-0.57818
-0.0010073589826027991,0.6256615530377246,0.1503336410313356,3434,3417,3451,13736.0,13668.0,13804.0,52,35.0,69.0,51.80030705815905,-0.11017041652500417,11.999999999999998,47.99999999999999,28.257840540371387,113.03136216148555,38.0,66.0,152.0,264.0,3420.0,3448.0,-0.07290697674418589,-0.06686046511627894,-0.08895348837209352,136.0,68.0,68.0,0.5,20.92746,-11175.798643006336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3466,3461.0,3471.0,13864.0,13844.0,13884.0,84,79.0,89.0,83.73911168194712,0.3355596769693667,3.5427044933037815,14.170817973215126,8.342431554452958,33.36972621781183,80.0,88.0,320.0,352.0,3462.0,3470.0,0.17953488372093057,0.01837209302325621,0.11569767441860437,40.0,20.0,20.0,0.5,69.70759,9845.266485989874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3493,3486.0,3501.0,13972.0,13944.0,14004.0,111,104.0,119.0,111.20981811227516,-0.35825194929986176,4.999999999999999,19.999999999999996,11.774100225154745,47.09640090061898,105.0,117.0,420.0,468.0,3487.0,3499.0,-0.6341860465116285,-0.6008139534883719,-0.16232558139534964,60.0,28.0,32.0,0.46667,46.47832,-15525.460038509704,,,,,,,828.0,812.0,,0.44573,-0.69381
